level_0,index,DOI,Name,Temperature,proton conductivity,RH,Ea,Guest,NOTE,Water Adsorption(cm^3/g),g/g,mol/mol,weight,wt%
783,878,10.1021/acs.inorgchem.1c01522,FATKAO,323.0,1.42e-06,85.0,,,1 Gd,198.9422312614625,0.16,,,
784,879,10.1021/acs.inorgchem.1c01522,FATKAO,333.0,3.4e-06,85.0,,,1 Gd,198.9422312614625,0.16,,,
785,880,10.1021/acs.inorgchem.1c01522,FATKAO,343.0,8.79e-06,85.0,,,1 Gd,198.9422312614625,0.16,,,
786,881,10.1021/acs.inorgchem.1c01522,FATKAO,353.0,4.18e-05,85.0,,,1 Gd,198.9422312614625,0.16,,,
787,882,10.1021/acs.inorgchem.1c01522,FATKAO,363.0,8.09e-05,85.0,,,1 Gd,198.9422312614625,0.16,,,
788,883,10.1021/acs.inorgchem.1c01522,FATKAO,373.0,0.000165,85.0,,,1 Gd,198.9422312614625,0.16,,,
789,884,10.1021/acs.inorgchem.1c01522,FATKAO,303.0,8.87e-07,93.0,,,1 Gd,210.13273176991976,0.169,,,
790,885,10.1021/acs.inorgchem.1c01522,FATKAO,313.0,1.42e-06,93.0,,,1 Gd,210.13273176991976,0.169,,,
791,886,10.1021/acs.inorgchem.1c01522,FATKAO,323.0,2.43e-06,93.0,,,1 Gd,210.13273176991976,0.169,,,
792,887,10.1021/acs.inorgchem.1c01522,FATKAO,333.0,4.43e-06,93.0,,,1 Gd,210.13273176991976,0.169,,,
793,888,10.1021/acs.inorgchem.1c01522,FATKAO,343.0,1.21e-05,93.0,,,1 Gd,210.13273176991976,0.169,,,
794,889,10.1021/acs.inorgchem.1c01522,FATKAO,353.0,0.000182,93.0,,,1 Gd,210.13273176991976,0.169,,,
795,890,10.1021/acs.inorgchem.1c01522,FATKAO,363.0,0.000283,93.0,,,1 Gd,210.13273176991976,0.169,,,
796,891,10.1021/acs.inorgchem.1c01522,FATKAO,373.0,0.000622,93.0,,,1 Gd,210.13273176991976,0.169,,,
797,892,10.1021/acs.inorgchem.1c01522,FATKAO,303.0,6.58e-06,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
798,893,10.1021/acs.inorgchem.1c01522,FATKAO,313.0,9.04e-06,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
799,894,10.1021/acs.inorgchem.1c01522,FATKAO,323.0,1.34e-05,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
800,895,10.1021/acs.inorgchem.1c01522,FATKAO,333.0,2.18e-05,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
801,896,10.1021/acs.inorgchem.1c01522,FATKAO,343.0,0.000295,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
802,897,10.1021/acs.inorgchem.1c01522,FATKAO,353.0,0.000497,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
803,898,10.1021/acs.inorgchem.1c01522,FATKAO,363.0,0.000787,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
804,899,10.1021/acs.inorgchem.1c01522,FATKAO,373.0,0.00201,98.0,0.93,,1 Gd,210.13273176991976,0.169,,,
805,900,10.1021/acs.inorgchem.1c01522,FATKOC,303.0,4.05e-08,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
806,901,10.1021/acs.inorgchem.1c01522,FATKOC,313.0,7.5e-08,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
807,902,10.1021/acs.inorgchem.1c01522,FATKOC,323.0,1.13e-07,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
808,903,10.1021/acs.inorgchem.1c01522,FATKOC,333.0,2.68e-07,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
809,904,10.1021/acs.inorgchem.1c01522,FATKOC,343.0,6.07e-07,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
810,905,10.1021/acs.inorgchem.1c01522,FATKOC,353.0,1.19e-06,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
811,906,10.1021/acs.inorgchem.1c01522,FATKOC,363.0,2.83e-06,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
812,907,10.1021/acs.inorgchem.1c01522,FATKOC,373.0,7.73e-06,68.0,0.73,,2 Eu,167.85750762685896,0.135,,,
813,908,10.1021/acs.inorgchem.1c01522,FATKOC,303.0,1.38e-07,75.0,,,2 Eu,188.99511969838932,0.152,,,
814,909,10.1021/acs.inorgchem.1c01522,FATKOC,313.0,2.22e-07,75.0,,,2 Eu,188.99511969838932,0.152,,,
815,910,10.1021/acs.inorgchem.1c01522,FATKOC,323.0,3.8e-07,75.0,,,2 Eu,188.99511969838932,0.152,,,
816,911,10.1021/acs.inorgchem.1c01522,FATKOC,333.0,6.68e-07,75.0,,,2 Eu,188.99511969838932,0.152,,,
817,912,10.1021/acs.inorgchem.1c01522,FATKOC,343.0,2.83e-06,75.0,,,2 Eu,188.99511969838932,0.152,,,
818,913,10.1021/acs.inorgchem.1c01522,FATKOC,353.0,6.89e-06,75.0,,,2 Eu,188.99511969838932,0.152,,,
819,914,10.1021/acs.inorgchem.1c01522,FATKOC,363.0,9.62e-06,75.0,,,2 Eu,188.99511969838932,0.152,,,
820,915,10.1021/acs.inorgchem.1c01522,FATKOC,373.0,2.37e-05,75.0,,,2 Eu,188.99511969838932,0.152,,,
821,916,10.1021/acs.inorgchem.1c01522,FATKOC,303.0,2.63e-07,85.0,,,2 Eu,195.21206442531007,0.157,,,
822,917,10.1021/acs.inorgchem.1c01522,FATKOC,313.0,6.16e-07,85.0,,,2 Eu,195.21206442531007,0.157,,,
823,918,10.1021/acs.inorgchem.1c01522,FATKOC,323.0,1.18e-06,85.0,,,2 Eu,195.21206442531007,0.157,,,
824,919,10.1021/acs.inorgchem.1c01522,FATKOC,333.0,1.84e-06,85.0,,,2 Eu,195.21206442531007,0.157,,,
825,920,10.1021/acs.inorgchem.1c01522,FATKOC,343.0,6.3e-06,85.0,,,2 Eu,195.21206442531007,0.157,,,
826,921,10.1021/acs.inorgchem.1c01522,FATKOC,353.0,1.36e-05,85.0,,,2 Eu,195.21206442531007,0.157,,,
827,922,10.1021/acs.inorgchem.1c01522,FATKOC,363.0,3.19e-05,85.0,,,2 Eu,195.21206442531007,0.157,,,
828,923,10.1021/acs.inorgchem.1c01522,FATKOC,373.0,7.08e-05,85.0,,,2 Eu,195.21206442531007,0.157,,,
829,924,10.1021/acs.inorgchem.1c01522,FATKOC,303.0,5.18e-07,93.0,,,2 Eu,210.13273176991976,0.169,,,
830,925,10.1021/acs.inorgchem.1c01522,FATKOC,313.0,8.98e-07,93.0,,,2 Eu,210.13273176991976,0.169,,,
831,926,10.1021/acs.inorgchem.1c01522,FATKOC,323.0,1.89e-06,93.0,,,2 Eu,210.13273176991976,0.169,,,
832,927,10.1021/acs.inorgchem.1c01522,FATKOC,333.0,2.83e-06,93.0,,,2 Eu,210.13273176991976,0.169,,,
833,928,10.1021/acs.inorgchem.1c01522,FATKOC,343.0,8.5e-06,93.0,,,2 Eu,210.13273176991976,0.169,,,
834,929,10.1021/acs.inorgchem.1c01522,FATKOC,353.0,1.22e-05,93.0,,,2 Eu,210.13273176991976,0.169,,,
835,930,10.1021/acs.inorgchem.1c01522,FATKOC,363.0,7.08e-05,93.0,,,2 Eu,210.13273176991976,0.169,,,
836,931,10.1021/acs.inorgchem.1c01522,FATKOC,373.0,0.0003,93.0,,,2 Eu,210.13273176991976,0.169,,,
837,932,10.1021/acs.inorgchem.1c01522,FATKOC,303.0,3.64e-06,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
838,933,10.1021/acs.inorgchem.1c01522,FATKOC,313.0,5.1e-06,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
839,934,10.1021/acs.inorgchem.1c01522,FATKOC,323.0,6.85e-06,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
840,935,10.1021/acs.inorgchem.1c01522,FATKOC,333.0,1.07e-05,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
841,936,10.1021/acs.inorgchem.1c01522,FATKOC,343.0,8.1e-05,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
842,937,10.1021/acs.inorgchem.1c01522,FATKOC,353.0,0.000282,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
843,938,10.1021/acs.inorgchem.1c01522,FATKOC,363.0,0.000464,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
844,939,10.1021/acs.inorgchem.1c01522,FATKOC,373.0,0.0014,98.0,0.94,,2 Eu,210.13273176991976,0.169,,,
925,1020,10.1021/acs.inorgchem.1c01522,KESHAT,303.0,1.04e-08,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
926,1021,10.1021/acs.inorgchem.1c01522,KESHAT,313.0,1.82e-08,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
927,1022,10.1021/acs.inorgchem.1c01522,KESHAT,323.0,2.55e-08,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
928,1023,10.1021/acs.inorgchem.1c01522,KESHAT,333.0,6.22e-08,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
929,1024,10.1021/acs.inorgchem.1c01522,KESHAT,343.0,1.93e-07,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
930,1025,10.1021/acs.inorgchem.1c01522,KESHAT,353.0,3.98e-07,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
931,1026,10.1021/acs.inorgchem.1c01522,KESHAT,363.0,7.97e-07,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
932,1027,10.1021/acs.inorgchem.1c01522,KESHAT,373.0,1.27e-06,68.0,0.72,,5 Pr,124.33889453841404,0.1,,,
933,1028,10.1021/acs.inorgchem.1c01522,KESHAT,303.0,7.02e-08,75.0,,,5 Pr,138.0161729376396,0.111,,,
934,1029,10.1021/acs.inorgchem.1c01522,KESHAT,313.0,9.81e-08,75.0,,,5 Pr,138.0161729376396,0.111,,,
935,1030,10.1021/acs.inorgchem.1c01522,KESHAT,323.0,1.38e-07,75.0,,,5 Pr,138.0161729376396,0.111,,,
936,1031,10.1021/acs.inorgchem.1c01522,KESHAT,333.0,3.19e-07,75.0,,,5 Pr,138.0161729376396,0.111,,,
937,1032,10.1021/acs.inorgchem.1c01522,KESHAT,343.0,1.5e-06,75.0,,,5 Pr,138.0161729376396,0.111,,,
938,1033,10.1021/acs.inorgchem.1c01522,KESHAT,353.0,2.62e-06,75.0,,,5 Pr,138.0161729376396,0.111,,,
939,1034,10.1021/acs.inorgchem.1c01522,KESHAT,363.0,5.1e-06,75.0,,,5 Pr,138.0161729376396,0.111,,,
940,1035,10.1021/acs.inorgchem.1c01522,KESHAT,373.0,1.16e-05,75.0,,,5 Pr,138.0161729376396,0.111,,,
941,1036,10.1021/acs.inorgchem.1c01522,KESHAT,303.0,1.02e-07,85.0,,,5 Pr,149.20667344609686,0.12,,,
942,1037,10.1021/acs.inorgchem.1c01522,KESHAT,313.0,1.61e-07,85.0,,,5 Pr,149.20667344609686,0.12,,,
943,1038,10.1021/acs.inorgchem.1c01522,KESHAT,323.0,4.21e-07,85.0,,,5 Pr,149.20667344609686,0.12,,,
944,1039,10.1021/acs.inorgchem.1c01522,KESHAT,333.0,8.67e-07,85.0,,,5 Pr,149.20667344609686,0.12,,,
945,1040,10.1021/acs.inorgchem.1c01522,KESHAT,343.0,1.62e-06,85.0,,,5 Pr,149.20667344609686,0.12,,,
946,1041,10.1021/acs.inorgchem.1c01522,KESHAT,353.0,4.25e-06,85.0,,,5 Pr,149.20667344609686,0.12,,,
947,1042,10.1021/acs.inorgchem.1c01522,KESHAT,363.0,9.01e-06,85.0,,,5 Pr,149.20667344609686,0.12,,,
948,1043,10.1021/acs.inorgchem.1c01522,KESHAT,373.0,2.55e-05,85.0,,,5 Pr,149.20667344609686,0.12,,,
949,1044,10.1021/acs.inorgchem.1c01522,KESHAT,303.0,1.19e-07,93.0,,,5 Pr,161.64056289993826,0.13,,,
950,1045,10.1021/acs.inorgchem.1c01522,KESHAT,313.0,3.86e-07,93.0,,,5 Pr,161.64056289993826,0.13,,,
951,1046,10.1021/acs.inorgchem.1c01522,KESHAT,323.0,6.62e-07,93.0,,,5 Pr,161.64056289993826,0.13,,,
952,1047,10.1021/acs.inorgchem.1c01522,KESHAT,333.0,1.06e-06,93.0,,,5 Pr,161.64056289993826,0.13,,,
953,1048,10.1021/acs.inorgchem.1c01522,KESHAT,343.0,1.82e-06,93.0,,,5 Pr,161.64056289993826,0.13,,,
954,1049,10.1021/acs.inorgchem.1c01522,KESHAT,353.0,7.85e-06,93.0,,,5 Pr,161.64056289993826,0.13,,,
955,1050,10.1021/acs.inorgchem.1c01522,KESHAT,363.0,1.7e-05,93.0,,,5 Pr,161.64056289993826,0.13,,,
956,1051,10.1021/acs.inorgchem.1c01522,KESHAT,373.0,6e-05,93.0,,,5 Pr,161.64056289993826,0.13,,,
957,1052,10.1021/acs.inorgchem.1c01522,KESHAT,303.0,4.18e-07,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
958,1053,10.1021/acs.inorgchem.1c01522,KESHAT,313.0,6.38e-07,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
959,1054,10.1021/acs.inorgchem.1c01522,KESHAT,323.0,1.29e-06,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
960,1055,10.1021/acs.inorgchem.1c01522,KESHAT,333.0,5.43e-06,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
961,1056,10.1021/acs.inorgchem.1c01522,KESHAT,343.0,1.36e-05,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
962,1057,10.1021/acs.inorgchem.1c01522,KESHAT,353.0,4.86e-05,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
963,1058,10.1021/acs.inorgchem.1c01522,KESHAT,363.0,6.38e-05,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
964,1059,10.1021/acs.inorgchem.1c01522,KESHAT,373.0,0.000111,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
1005,1100,10.1021/acs.inorgchem.1c02655,CAQLAL,368.0,0.00023,95.0,0.47,,,,,,,
1006,1101,10.1021/acs.inorgchem.1c02655,CAQLAL,362.986947,0.000172845,95.0,0.47,,,,,,,
1007,1102,10.1021/acs.inorgchem.1c02655,CAQLAL,357.9290227,0.000136743,95.0,0.47,,,,,,,
1008,1103,10.1021/acs.inorgchem.1c02655,CAQLAL,353.0113634,0.000123903,95.0,0.47,,,,,,,
1009,1104,10.1021/acs.inorgchem.1c02655,CAQLAL,348.2270022,0.000104874,95.0,0.47,,,,,,,
1010,1105,10.1021/acs.inorgchem.1c02655,CAQLAL,342.9719895,8.99e-05,95.0,0.47,,,,,,,
1011,1106,10.1021/acs.inorgchem.1c02655,CAQLAL,338.066261,7.7e-05,95.0,0.47,,,,,,,
1012,1107,10.1021/acs.inorgchem.1c02655,CAQLAL,332.923837,5.45e-05,95.0,0.47,,,,,,,
1013,1108,10.1021/acs.inorgchem.1c02655,CAQLAL,327.9355148,4.17e-05,95.0,0.47,,,,,,,
1014,1109,10.1021/acs.inorgchem.1c02655,CAQLAL,322.917104,3.09e-05,95.0,0.47,,,,,,,
1015,1110,10.1021/acs.inorgchem.1c02655,CAQLAL,318.0509836,2.65e-05,95.0,0.47,,,,,,,
1016,1111,10.1021/acs.inorgchem.1c02655,CAQLAL,313.0,1.9e-05,95.0,0.47,,,,,,,
1017,1112,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,6.8e-07,55.0,,,,,,,,
1018,1113,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,1.06e-06,65.0,,,,,,,,
1019,1114,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,7.92e-07,75.0,,,,,,,,
1020,1115,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,5.28e-06,85.0,,,,,,,,
1033,1128,10.1021/acs.inorgchem.2c01023,DELTEX,298.0,3.4e-06,98.0,0.23,,BAM-2,165.0,,,,
1041,1136,10.1021/acs.inorgchem.2c01023,DELTEX,363.0,4.4e-05,98.0,0.23,,BAM-2,165.0,,,,
1042,1137,10.1021/acs.inorgchem.2c01023,DELTEX,353.8094665,2.72e-05,98.0,0.23,,BAM-2,165.0,,,,
1043,1138,10.1021/acs.inorgchem.2c01023,DELTEX,343.6815859,2.3e-05,98.0,0.23,,BAM-2,165.0,,,,
1044,1139,10.1021/acs.inorgchem.2c01023,DELTEX,333.4822888,1.76e-05,98.0,0.23,,BAM-2,165.0,,,,
1045,1140,10.1021/acs.inorgchem.2c01023,DELTEX,323.2699401,1.49e-05,98.0,0.23,,BAM-2,165.0,,,,
1046,1141,10.1021/acs.inorgchem.2c01023,DELTEX,312.9449686,1.14e-05,98.0,0.23,,BAM-2,165.0,,,,
1048,1143,10.1021/acs.inorgchem.2c01241,EDIKEL,303.0,7.05e-06,95.0,,Cl,1,,,,,
1049,1144,10.1021/acs.inorgchem.2c01241,EDIKEL,316.1847,1.33e-05,95.0,,Cl,1,,,,,
1050,1145,10.1021/acs.inorgchem.2c01241,EDIKEL,326.7367,2.32e-05,95.0,,Cl,1,,,,,
1051,1146,10.1021/acs.inorgchem.2c01241,EDIKEL,336.5456,3.9e-05,95.0,,Cl,1,,,,,
1052,1147,10.1021/acs.inorgchem.2c01241,EDIKEL,345.9087,5.88e-05,95.0,,Cl,1,,,,,
1053,1148,10.1021/acs.inorgchem.2c01241,EDIKEL,353.0,0.000116,95.0,,Cl,1,,,,,
1054,1149,10.1021/acs.inorgchem.2c03341,REPKIK,353.0,1.68e-07,98.0,0.56,DMF,FJU-100a,,,,,
1055,1150,10.1021/acs.inorgchem.2c03341,REPKIK,343.0578807,8.14e-08,98.0,0.56,DMF,FJU-100a,,,,,
1056,1151,10.1021/acs.inorgchem.2c03341,REPKIK,333.0502406,4.62e-08,98.0,0.56,DMF,FJU-100a,,,,,
1057,1152,10.1021/acs.inorgchem.2c03341,REPKIK,323.2270994,3.18e-08,98.0,0.56,DMF,FJU-100a,,,,,
1058,1153,10.1021/acs.inorgchem.2c03341,REPKIK,313.2498418,2.07e-08,98.0,0.56,DMF,FJU-100a,,,,,
1059,1154,10.1021/acs.inorgchem.2c03341,REPKEG,353.0,3.06e-06,98.0,,DMF,FJU-100b,,,,,
1060,1155,10.1021/acs.inorgchem.2c03341,REPKEG,348.0694329,2.77e-06,98.0,,DMF,FJU-100b,,,,,
1061,1156,10.1021/acs.inorgchem.2c03341,REPKEG,343.272208,1.77e-06,98.0,,DMF,FJU-100b,,,,,
1062,1157,10.1021/acs.inorgchem.2c03341,REPKEG,338.1885943,1.02e-06,98.0,,DMF,FJU-100b,,,,,
1063,1158,10.1021/acs.inorgchem.2c03341,REPKEG,333.0502406,6.36e-07,98.0,,DMF,FJU-100b,,,,,
1064,1159,10.1021/acs.inorgchem.2c03341,REPKEG,328.0646156,4.19e-07,98.0,,DMF,FJU-100b,,,,,
1065,1160,10.1021/acs.inorgchem.2c03341,REPKEG,323.0370653,4.03e-07,98.0,,DMF,FJU-100b,,,,,
1066,1161,10.1021/acs.inorgchem.2c03341,REPKEG,317.9761454,3.78e-07,98.0,,DMF,FJU-100b,,,,,
1067,1162,10.1021/acs.inorgchem.2c03341,REPKEG,313.0713552,3.44e-07,98.0,,DMF,FJU-100b,,,,,
1068,1163,10.1021/acs.inorgchem.2c03341,REPKEG,308.1417205,3.14e-07,98.0,,DMF,FJU-100b,,,,,
1069,1164,10.1021/ic3007316,WEHNAA,292.1593203,0.001663374,100.0,0.31,,,,,,,
1070,1165,10.1021/ic3007316,WEHNAA,290.1224897,0.001601106,100.0,0.31,,,,,,,
1071,1166,10.1021/ic3007316,WEHNAA,288.1138626,0.001374422,100.0,0.31,,,,,,,
1072,1167,10.1021/ic3007316,WEHNAA,286.0984751,0.001273415,100.0,0.31,,,,,,,
1073,1168,10.1021/ic3007316,WEHNAA,284.1118946,0.001179832,100.0,0.31,,,,,,,
1074,1169,10.1021/ic3007316,WEHNAA,282.11928,0.001012791,100.0,0.31,,,,,,,
1075,1170,10.1021/ic3007316,WEHNAA,292.1670027,7.85e-05,94.0,,,,,,,,
1076,1171,10.1021/ic3007316,WEHNAA,290.1300653,6.49e-05,94.0,,,,,,,,
1077,1172,10.1021/ic3007316,WEHNAA,288.1562037,5.79e-05,94.0,,,,,,,,
1078,1173,10.1021/ic3007316,WEHNAA,286.1066606,4.6e-05,94.0,,,,,,,,
1079,1174,10.1021/ic3007316,WEHNAA,284.1199668,3.8e-05,94.0,,,,,,,,
1080,1175,10.1021/ic3007316,WEHNAA,282.1606736,3.26e-05,94.0,,,,,,,,
1081,1176,10.1021/ic3007316,WEHNAA,292.1729781,7.66e-06,90.0,,,,,,,,
1082,1177,10.1021/ic3007316,WEHNAA,290.1713171,6.57e-06,90.0,,,,,,,,
1083,1178,10.1021/ic3007316,WEHNAA,288.1620162,5.64e-06,90.0,,,,,,,,
1084,1179,10.1021/ic3007316,WEHNAA,286.1459573,5.23e-06,90.0,,,,,,,,
1085,1180,10.1021/ic3007316,WEHNAA,284.1587197,4.66e-06,90.0,,,,,,,,
1086,1181,10.1021/ic3007316,WEHNAA,282.1654505,3.71e-06,90.0,,,,,,,,
1087,1182,10.1021/ic3007316,WEHNAA,292.1849297,7.56e-08,82.0,,,,,,,,
1088,1183,10.1021/ic3007316,WEHNAA,290.1822635,6.74e-08,82.0,,,,,,,,
1089,1184,10.1021/ic3007316,WEHNAA,288.1387676,6.01e-08,82.0,,,,,,,,
1090,1185,10.1021/ic3007316,WEHNAA,286.1574209,4.97e-08,82.0,,,,,,,,
1091,1186,10.1021/ic3007316,WEHNAA,284.1700246,4.1e-08,82.0,,,,,,,,
1092,1187,10.1021/ic3007316,WEHNAA,282.1765974,3.8e-08,82.0,,,,,,,,
1093,1188,10.1021/acs.inorgchem.3c00055,RIFTOT,343.0,0.00266,98.0,,,SDUT-21,,,,,
1094,1189,10.1021/acs.inorgchem.3c00055,RIFTOT,333.0979441,0.001877004,98.0,,,SDUT-21,,,,,
1095,1190,10.1021/acs.inorgchem.3c00055,RIFTOT,323.186359,0.000752199,98.0,,,SDUT-21,,,,,
1096,1191,10.1021/acs.inorgchem.3c00055,RIFTOT,312.9949232,0.000409425,98.0,,,SDUT-21,,,,,
1097,1192,10.1021/acs.inorgchem.3c00055,RIFTOT,303.0,0.000345,98.0,,,SDUT-21,,,,,
1147,1242,10.1021/acs.inorgchem.6b03147,OJOZIY,353.0,9.06e-05,95.0,0.7,,2 Dy,62.0,,,,
1148,1243,10.1021/acs.inorgchem.6b03147,OJOZIY,342.9202402,3.84e-05,95.0,0.7,,2 Dy,62.0,,,,
1149,1244,10.1021/acs.inorgchem.6b03147,OJOZIY,332.8772914,1.73e-05,95.0,0.7,,2 Dy,62.0,,,,
1150,1245,10.1021/acs.inorgchem.6b03147,OJOZIY,323.0391523,9.48e-06,95.0,0.7,,2 Dy,62.0,,,,
1151,1246,10.1021/acs.inorgchem.6b03147,OJOZIY,312.9018834,4.03e-06,95.0,0.7,,2 Dy,62.0,,,,
1152,1247,10.1021/acs.inorgchem.6b03147,OJOZIY,298.0,1.84e-06,95.0,0.7,,2 Dy,62.0,,,,
1155,1250,10.1021/acs.inorgchem.8b01023,JICJEN,298.0,8.12e-06,0.0,,,,,,,,
1156,1251,10.1021/acs.inorgchem.8b01023,JICJAJ,298.0,8.18e-06,0.0,,,,,,,,
1157,1252,10.1021/acs.inorgchem.8b01023,JICJIR,298.0,8.3e-06,0.0,,,,,,,,
1160,1255,10.1021/acs.inorgchem.8b01023,JICJEN,313.0,1.01e-05,0.0,,,,,,,,
1161,1256,10.1021/acs.inorgchem.8b01023,JICJAJ,313.0,1.02e-05,0.0,,,,,,,,
1162,1257,10.1021/acs.inorgchem.8b01023,JICJIR,313.0,1.05e-05,0.0,,,,,,,,
1165,1260,10.1021/acs.inorgchem.8b01023,JICJEN,323.0,2.71e-05,0.0,,,,,,,,
1166,1261,10.1021/acs.inorgchem.8b01023,JICJAJ,323.0,2.76e-05,0.0,,,,,,,,
1167,1262,10.1021/acs.inorgchem.8b01023,JICJIR,323.0,2.82e-05,0.0,,,,,,,,
1170,1265,10.1021/acs.inorgchem.8b01023,JICJEN,333.0,3.77e-05,0.0,,,,,,,,
1171,1266,10.1021/acs.inorgchem.8b01023,JICJAJ,333.0,3.83e-05,0.0,,,,,,,,
1172,1267,10.1021/acs.inorgchem.8b01023,JICJIR,333.0,3.9e-05,0.0,,,,,,,,
1175,1270,10.1021/acs.inorgchem.8b01023,JICJEN,343.0,5.25e-05,0.0,,,,,,,,
1176,1271,10.1021/acs.inorgchem.8b01023,JICJAJ,343.0,5.27e-05,0.0,,,,,,,,
1177,1272,10.1021/acs.inorgchem.8b01023,JICJIR,343.0,5.29e-05,0.0,,,,,,,,
1180,1275,10.1021/acs.inorgchem.8b01023,JICJEN,353.0,8.57e-05,0.0,,,,,,,,
1181,1276,10.1021/acs.inorgchem.8b01023,JICJAJ,353.0,8.63e-05,0.0,,,,,,,,
1182,1277,10.1021/acs.inorgchem.8b01023,JICJIR,353.0,8.7e-05,0.0,,,,,,,,
1185,1280,10.1021/acs.inorgchem.8b01023,JICJEN,363.0,0.000101,0.0,,,,,,,,
1186,1281,10.1021/acs.inorgchem.8b01023,JICJAJ,363.0,0.000103,0.0,,,,,,,,
1187,1282,10.1021/acs.inorgchem.8b01023,JICJIR,363.0,0.000105,0.0,,,,,,,,
1190,1285,10.1021/acs.inorgchem.8b01023,JICJEN,373.0,0.000784,0.0,,,,,,,,
1191,1286,10.1021/acs.inorgchem.8b01023,JICJAJ,373.0,0.000785,0.0,,,,,,,,
1192,1287,10.1021/acs.inorgchem.8b01023,JICJIR,373.0,0.000788,0.0,,,,,,,,
1195,1290,10.1021/acs.inorgchem.8b01023,JICJEN,383.0,0.000983,0.0,,,,,,,,
1196,1291,10.1021/acs.inorgchem.8b01023,JICJAJ,383.0,0.000989,0.0,,,,,,,,
1197,1292,10.1021/acs.inorgchem.8b01023,JICJIR,383.0,0.000991,0.0,,,,,,,,
1200,1295,10.1021/acs.inorgchem.8b01023,JICJEN,393.0,0.00111,0.0,,,,,,,,
1201,1296,10.1021/acs.inorgchem.8b01023,JICJAJ,393.0,0.00115,0.0,,,,,,,,
1202,1297,10.1021/acs.inorgchem.8b01023,JICJIR,393.0,0.00118,0.0,,,,,,,,
1205,1300,10.1021/acs.inorgchem.8b01023,JICJEN,403.0,0.00129,0.0,,,,,,,,
1206,1301,10.1021/acs.inorgchem.8b01023,JICJAJ,403.0,0.00133,0.0,,,,,,,,
1207,1302,10.1021/acs.inorgchem.8b01023,JICJIR,403.0,0.0014,0.0,,,,,,,,
1210,1305,10.1021/acs.inorgchem.8b01023,JICJEN,413.0,0.00138,0.0,,,,,,,,
1211,1306,10.1021/acs.inorgchem.8b01023,JICJAJ,413.0,0.00145,0.0,,,,,,,,
1212,1307,10.1021/acs.inorgchem.8b01023,JICJIR,413.0,0.00155,0.0,,,,,,,,
1215,1310,10.1021/acs.inorgchem.8b01023,JICJEN,423.0,0.00186,0.0,,,,,,,,
1216,1311,10.1021/acs.inorgchem.8b01023,JICJAJ,423.0,0.00192,0.0,,,,,,,,
1217,1312,10.1021/acs.inorgchem.8b01023,JICJIR,423.0,0.00201,0.0,,,,,,,,
1218,1313,10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,6.86e-07,68.0,,,,184.0215639168528,0.148,,,
1219,1314,10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,9.2e-07,68.0,,,,184.0215639168528,0.148,,,
1220,1315,10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,2.85e-06,68.0,,,,184.0215639168528,0.148,,,
