level_0,index,DOI,Name,Temperature,proton conductivity,RH,Ea,Guest,NOTE,Water Adsorption(cm^3/g),g/g,mol/mol,weight,wt%
443,443,10.1021/acs.cgd.2c00875,YEQSOG,333.0,4.84e-05,75.0,,,3,53.46572465151804,0.043,,,
444,444,10.1021/acs.cgd.2c00875,YEQSOG,343.0,8.68e-05,75.0,,,3,53.46572465151804,0.043,,,
445,445,10.1021/acs.cgd.2c00875,YEQSOG,353.0,9.29e-05,75.0,,,3,53.46572465151804,0.043,,,
446,446,10.1021/acs.cgd.2c00875,YEQSOG,363.0,0.000176,75.0,,,3,53.46572465151804,0.043,,,
447,447,10.1021/acs.cgd.2c00875,YEQSOG,373.0,0.000319,75.0,,,3,53.46572465151804,0.043,,,
448,448,10.1021/acs.cgd.2c00875,YEQSOG,303.0,2.73e-06,85.0,,,3,55.952502542286325,0.045,,,
449,449,10.1021/acs.cgd.2c00875,YEQSOG,313.0,1.51e-05,85.0,,,3,55.952502542286325,0.045,,,
450,450,10.1021/acs.cgd.2c00875,YEQSOG,323.0,4.56e-05,85.0,,,3,55.952502542286325,0.045,,,
451,451,10.1021/acs.cgd.2c00875,YEQSOG,333.0,8.57e-05,85.0,,,3,55.952502542286325,0.045,,,
452,452,10.1021/acs.cgd.2c00875,YEQSOG,343.0,9.62e-05,85.0,,,3,55.952502542286325,0.045,,,
453,453,10.1021/acs.cgd.2c00875,YEQSOG,353.0,0.000102,85.0,,,3,55.952502542286325,0.045,,,
454,454,10.1021/acs.cgd.2c00875,YEQSOG,363.0,0.000218,85.0,,,3,55.952502542286325,0.045,,,
455,455,10.1021/acs.cgd.2c00875,YEQSOG,373.0,0.000416,85.0,,,3,55.952502542286325,0.045,,,
456,456,10.1021/acs.cgd.2c00875,YEQSOG,303.0,2.9e-06,93.0,,,3,58.439280433054606,0.047,,,
457,457,10.1021/acs.cgd.2c00875,YEQSOG,313.0,1.9e-05,93.0,,,3,58.439280433054606,0.047,,,
458,458,10.1021/acs.cgd.2c00875,YEQSOG,323.0,6.06e-05,93.0,,,3,58.439280433054606,0.047,,,
459,459,10.1021/acs.cgd.2c00875,YEQSOG,333.0,8.64e-05,93.0,,,3,58.439280433054606,0.047,,,
460,460,10.1021/acs.cgd.2c00875,YEQSOG,343.0,9.76e-05,93.0,,,3,58.439280433054606,0.047,,,
461,461,10.1021/acs.cgd.2c00875,YEQSOG,353.0,0.000103,93.0,,,3,58.439280433054606,0.047,,,
462,462,10.1021/acs.cgd.2c00875,YEQSOG,363.0,0.000251,93.0,,,3,58.439280433054606,0.047,,,
463,463,10.1021/acs.cgd.2c00875,YEQSOG,373.0,0.000492,93.0,,,3,58.439280433054606,0.047,,,
464,464,10.1021/acs.cgd.2c00875,YEQSOG,303.0,0.000334,98.0,0.34,,3,58.439280433054606,0.047,,,
465,465,10.1021/acs.cgd.2c00875,YEQSOG,313.0,0.000391,98.0,0.34,,3,58.439280433054606,0.047,,,
466,466,10.1021/acs.cgd.2c00875,YEQSOG,323.0,0.000474,98.0,0.34,,3,58.439280433054606,0.047,,,
467,467,10.1021/acs.cgd.2c00875,YEQSOG,333.0,0.000868,98.0,0.34,,3,58.439280433054606,0.047,,,
468,468,10.1021/acs.cgd.2c00875,YEQSOG,343.0,0.00108,98.0,0.34,,3,58.439280433054606,0.047,,,
469,469,10.1021/acs.cgd.2c00875,YEQSOG,353.0,0.00177,98.0,0.34,,3,58.439280433054606,0.047,,,
470,470,10.1021/acs.cgd.2c00875,YEQSOG,363.0,0.0023,98.0,0.34,,3,58.439280433054606,0.047,,,
471,471,10.1021/acs.cgd.2c00875,YEQSOG,373.0,0.00308,98.0,0.34,,3,58.439280433054606,0.047,,,
487,487,10.1021/acs.cgd.5b00799,JUNBUR,298.0,2.35e-10,40.0,,bmib,1,,,,,
488,488,10.1021/acs.cgd.5b00799,JUNBUR,298.0,7.08e-10,50.0,,bmib,1,,,,,
489,489,10.1021/acs.cgd.5b00799,JUNBUR,298.0,3.36e-09,60.0,,bmib,1,,,,,
490,490,10.1021/acs.cgd.5b00799,JUNBUR,298.0,3.77e-08,70.0,,bmib,1,,,,,
491,491,10.1021/acs.cgd.5b00799,JUNBUR,298.0,3.45e-07,80.0,,bmib,1,,,,,
492,492,10.1021/acs.cgd.5b00799,JUNBUR,298.0,2.71e-06,90.0,,bmib,1,,,,,
493,493,10.1021/acs.cgd.5b00799,JUNBUR,298.0,6.7e-06,95.0,0.62,bmib,1,,,,,
497,497,10.1021/acs.cgd.5b00799,JUNBUR,333.0,5.4e-05,95.0,0.62,bmib,1,,,,,
498,498,10.1021/acs.cgd.5b00799,JUNBUR,322.5806452,2.13e-05,95.0,0.62,bmib,1,,,,,
499,499,10.1021/acs.cgd.5b00799,JUNBUR,312.5644664,1.25e-05,95.0,0.62,bmib,1,,,,,
500,500,10.1021/acs.cgd.5b00799,JUNBUR,302.5215168,7.35e-06,95.0,0.62,bmib,1,,,,,
557,557,10.1021/acs.chemmater.1c02562,JAVDIX,303.0,1.93e-07,60.0,,,,25.91533959439227,,,,0.0204
558,558,10.1021/acs.chemmater.1c02562,JAVDIX,303.0,4.55e-06,70.0,,,,31.64706954698752,,,,0.0248
559,559,10.1021/acs.chemmater.1c02562,JAVDIX,303.0,0.000103,80.0,,,,44.33397772254441,,,,0.0344
560,560,10.1021/acs.chemmater.1c02562,JAVDIX,303.0,0.00139,90.0,,,,58.63874345549739,,,,0.045
561,561,10.1021/acs.chemmater.1c02562,JAVDIX,343.0,0.0133,100.0,0.32,,,93.66786140979691,,,,0.07
562,562,10.1021/acs.chemmater.1c02562,JAVDIX,332.8440526,0.00931002,100.0,0.32,,,93.66786140979691,,,,0.07
563,563,10.1021/acs.chemmater.1c02562,JAVDIX,323.0401959,0.006578709,100.0,0.32,,,93.66786140979691,,,,0.07
564,564,10.1021/acs.chemmater.1c02562,JAVDIX,312.9312584,0.005041006,100.0,0.32,,,93.66786140979691,,,,0.07
565,565,10.1021/acs.chemmater.1c02562,JAVDIX,303.0,0.00347,100.0,0.32,,,93.66786140979691,,,,0.07
640,640,10.1021/acs.chemmater.8b02765,YINRAR,293.0,1.87e-06,99.0,,,MFM-550(Gd),,,,,
641,641,10.1021/acs.chemmater.8b02765,MAXFAU01,293.0,0.0001,99.0,,,MFM-555(La),,,,,
645,645,10.1021/acs.chemmater.8b02765,MAXGEZ01,293.0,0.000297,99.0,,,MFM-555(Gd),,,,,
652,652,10.1021/acs.chemmater.8b02765,YINRAR,293.0,5.63e-08,70.0,,,MFM-550(Gd),,,,,
653,653,10.1021/acs.chemmater.8b02765,MAXFAU01,293.0,2.14e-05,70.0,,,MFM-555(La),,,,,
657,657,10.1021/acs.chemmater.8b02765,MAXGEZ01,293.0,4.64e-05,70.0,,,MFM-555(Gd),,,,,
664,664,10.1021/acs.chemmater.8b02765,YINRAR,293.0,7.38e-09,45.0,,,MFM-550(Gd),,,,,
665,665,10.1021/acs.chemmater.8b02765,MAXFAU01,293.0,7.37e-07,45.0,,,MFM-555(La),,,,,
669,669,10.1021/acs.chemmater.8b02765,MAXGEZ01,293.0,5.56e-06,45.0,,,MFM-555(Gd),,,,,
679,679,10.1021/acs.chemmater.9b03453,XUJVEG,309.784,0.00073183,95.0,0.34,Br,alpha-PCMOF21-Br,,,,,
680,680,10.1021/acs.chemmater.9b03453,XUJVEG,320.6761,0.001117326,95.0,0.34,Br,alpha-PCMOF21-Br,,,,,
681,681,10.1021/acs.chemmater.9b03453,XUJVEG,331.0047,0.001573077,95.0,0.34,Br,alpha-PCMOF21-Br,,,,,
682,682,10.1021/acs.chemmater.9b03453,XUJVEG,340.5822,0.002042161,95.0,0.34,Br,alpha-PCMOF21-Br,,,,,
683,683,10.1021/acs.chemmater.9b03453,XUJVEG,349.4085,0.002650758,95.0,0.34,Br,alpha-PCMOF21-Br,,,,,
684,684,10.1021/acs.chemmater.9b03453,XUJVEG,358.0469,0.003730611,95.0,0.34,Br,alpha-PCMOF21-Br,,,,,
1005,1100,10.1021/acs.inorgchem.1c02655,CAQLAL,368.0,0.00023,95.0,0.47,,,,,,,
1006,1101,10.1021/acs.inorgchem.1c02655,CAQLAL,362.986947,0.000172845,95.0,0.47,,,,,,,
1007,1102,10.1021/acs.inorgchem.1c02655,CAQLAL,357.9290227,0.000136743,95.0,0.47,,,,,,,
1008,1103,10.1021/acs.inorgchem.1c02655,CAQLAL,353.0113634,0.000123903,95.0,0.47,,,,,,,
1009,1104,10.1021/acs.inorgchem.1c02655,CAQLAL,348.2270022,0.000104874,95.0,0.47,,,,,,,
1010,1105,10.1021/acs.inorgchem.1c02655,CAQLAL,342.9719895,8.99e-05,95.0,0.47,,,,,,,
1011,1106,10.1021/acs.inorgchem.1c02655,CAQLAL,338.066261,7.7e-05,95.0,0.47,,,,,,,
1012,1107,10.1021/acs.inorgchem.1c02655,CAQLAL,332.923837,5.45e-05,95.0,0.47,,,,,,,
1013,1108,10.1021/acs.inorgchem.1c02655,CAQLAL,327.9355148,4.17e-05,95.0,0.47,,,,,,,
1014,1109,10.1021/acs.inorgchem.1c02655,CAQLAL,322.917104,3.09e-05,95.0,0.47,,,,,,,
1015,1110,10.1021/acs.inorgchem.1c02655,CAQLAL,318.0509836,2.65e-05,95.0,0.47,,,,,,,
1016,1111,10.1021/acs.inorgchem.1c02655,CAQLAL,313.0,1.9e-05,95.0,0.47,,,,,,,
1017,1112,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,6.8e-07,55.0,,,,,,,,
1018,1113,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,1.06e-06,65.0,,,,,,,,
1019,1114,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,7.92e-07,75.0,,,,,,,,
1020,1115,10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,5.28e-06,85.0,,,,,,,,
1054,1149,10.1021/acs.inorgchem.2c03341,REPKIK,353.0,1.68e-07,98.0,0.56,DMF,FJU-100a,,,,,
1055,1150,10.1021/acs.inorgchem.2c03341,REPKIK,343.0578807,8.14e-08,98.0,0.56,DMF,FJU-100a,,,,,
1056,1151,10.1021/acs.inorgchem.2c03341,REPKIK,333.0502406,4.62e-08,98.0,0.56,DMF,FJU-100a,,,,,
1057,1152,10.1021/acs.inorgchem.2c03341,REPKIK,323.2270994,3.18e-08,98.0,0.56,DMF,FJU-100a,,,,,
1058,1153,10.1021/acs.inorgchem.2c03341,REPKIK,313.2498418,2.07e-08,98.0,0.56,DMF,FJU-100a,,,,,
1156,1251,10.1021/acs.inorgchem.8b01023,JICJAJ,298.0,8.18e-06,0.0,,,,,,,,
1161,1256,10.1021/acs.inorgchem.8b01023,JICJAJ,313.0,1.02e-05,0.0,,,,,,,,
1166,1261,10.1021/acs.inorgchem.8b01023,JICJAJ,323.0,2.76e-05,0.0,,,,,,,,
1171,1266,10.1021/acs.inorgchem.8b01023,JICJAJ,333.0,3.83e-05,0.0,,,,,,,,
1176,1271,10.1021/acs.inorgchem.8b01023,JICJAJ,343.0,5.27e-05,0.0,,,,,,,,
1181,1276,10.1021/acs.inorgchem.8b01023,JICJAJ,353.0,8.63e-05,0.0,,,,,,,,
1186,1281,10.1021/acs.inorgchem.8b01023,JICJAJ,363.0,0.000103,0.0,,,,,,,,
1191,1286,10.1021/acs.inorgchem.8b01023,JICJAJ,373.0,0.000785,0.0,,,,,,,,
1196,1291,10.1021/acs.inorgchem.8b01023,JICJAJ,383.0,0.000989,0.0,,,,,,,,
1201,1296,10.1021/acs.inorgchem.8b01023,JICJAJ,393.0,0.00115,0.0,,,,,,,,
1206,1301,10.1021/acs.inorgchem.8b01023,JICJAJ,403.0,0.00133,0.0,,,,,,,,
1211,1306,10.1021/acs.inorgchem.8b01023,JICJAJ,413.0,0.00145,0.0,,,,,,,,
1216,1311,10.1021/acs.inorgchem.8b01023,JICJAJ,423.0,0.00192,0.0,,,,,,,,
1218,1313,10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,6.86e-07,68.0,,,,184.0215639168528,0.148,,,
1219,1314,10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,9.2e-07,68.0,,,,184.0215639168528,0.148,,,
1220,1315,10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,2.85e-06,68.0,,,,184.0215639168528,0.148,,,
1221,1316,10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,9.99e-06,68.0,,,,184.0215639168528,0.148,,,
1222,1317,10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,1.64e-05,68.0,,,,184.0215639168528,0.148,,,
1223,1318,10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,2.4e-05,68.0,,,,184.0215639168528,0.148,,,
1224,1319,10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,3.01e-05,68.0,,,,184.0215639168528,0.148,,,
1225,1320,10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000109,68.0,,,,184.0215639168528,0.148,,,
1226,1321,10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,7.64e-07,75.0,,,,188.9951196983893,0.152,,,
1227,1322,10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,2.03e-06,75.0,,,,188.9951196983893,0.152,,,
1228,1323,10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,4e-06,75.0,,,,188.9951196983893,0.152,,,
1229,1324,10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,1.01e-05,75.0,,,,188.9951196983893,0.152,,,
1230,1325,10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,2.38e-05,75.0,,,,188.9951196983893,0.152,,,
1231,1326,10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,3.29e-05,75.0,,,,188.9951196983893,0.152,,,
1232,1327,10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,3.8e-05,75.0,,,,188.9951196983893,0.152,,,
1233,1328,10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000157,75.0,,,,188.9951196983893,0.152,,,
1234,1329,10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,2.02e-05,85.0,,,,196.4554533706942,0.158,,,
1235,1330,10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,2.63e-05,85.0,,,,196.4554533706942,0.158,,,
1236,1331,10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,3.29e-05,85.0,,,,196.4554533706942,0.158,,,
1237,1332,10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,3.78e-05,85.0,,,,196.4554533706942,0.158,,,
1238,1333,10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,5.95e-05,85.0,,,,196.4554533706942,0.158,,,
1239,1334,10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,8.79e-05,85.0,,,,196.4554533706942,0.158,,,
1240,1335,10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,0.000109,85.0,,,,196.4554533706942,0.158,,,
1241,1336,10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000243,85.0,,,,196.4554533706942,0.158,,,
1242,1337,10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,2.84e-05,93.0,,,,198.9422312614625,0.16,,,
1243,1338,10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,3.4e-05,93.0,,,,198.9422312614625,0.16,,,
1244,1339,10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,4.53e-05,93.0,,,,198.9422312614625,0.16,,,
1245,1340,10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,5.58e-05,93.0,,,,198.9422312614625,0.16,,,
1246,1341,10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,8.49e-05,93.0,,,,198.9422312614625,0.16,,,
1247,1342,10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,0.000108,93.0,,,,198.9422312614625,0.16,,,
1248,1343,10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,0.000174,93.0,,,,198.9422312614625,0.16,,,
1249,1344,10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000429,93.0,,,,198.9422312614625,0.16,,,
1250,1345,10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,4.62e-05,98.0,,,,198.9422312614625,0.16,,,
1251,1346,10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,6.18e-05,98.0,0.37,,,198.9422312614625,0.16,,,
1252,1347,10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,0.000116,98.0,0.37,,,198.9422312614625,0.16,,,
1253,1348,10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,0.000179,98.0,0.37,,,198.9422312614625,0.16,,,
1254,1349,10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,0.000204,98.0,0.37,,,198.9422312614625,0.16,,,
1255,1350,10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,0.000218,98.0,0.37,,,198.9422312614625,0.16,,,
1256,1351,10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,0.00046,98.0,0.37,,,198.9422312614625,0.16,,,
1257,1352,10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.00049,98.0,0.37,,,198.9422312614625,0.16,,,
1287,1382,10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.07e-07,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1288,1383,10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,1.36e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1289,1384,10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,3.46e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1290,1385,10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,3.83e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1291,1386,10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,7.06e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1292,1387,10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,1.05e-05,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1293,1388,10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,1.71e-05,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
1294,1389,10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.71e-07,85.0,,,2 Sr,131.7992282107189,0.106,,,
1295,1390,10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,1.45e-06,85.0,,,2 Sr,131.7992282107189,0.106,,,
1296,1391,10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,5.38e-06,85.0,,,2 Sr,131.7992282107189,0.106,,,
1297,1392,10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,1.5e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
1298,1393,10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,3.22e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
1299,1394,10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,4.94e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
1300,1395,10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,6.2e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
1301,1396,10.1021/acs.inorgchem.9b00274,QEPNOR,303.0,4.03e-07,93.0,,,2 Sr,146.71989555532858,0.118,,,
1302,1397,10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.42e-06,93.0,,,2 Sr,146.71989555532858,0.118,,,
1303,1398,10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,6e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
1304,1399,10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,1.23e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
1305,1400,10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,3.25e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
1306,1401,10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,8.51e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
1307,1402,10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,0.000344,93.0,,,2 Sr,146.71989555532858,0.118,,,
1308,1403,10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,0.000543,93.0,,,2 Sr,146.71989555532858,0.118,,,
1309,1404,10.1021/acs.inorgchem.9b00274,QEPNOR,303.0,1.31e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1310,1405,10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.71e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1311,1406,10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,2.86e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1312,1407,10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,6.05e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1313,1408,10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,0.000131,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1314,1409,10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,0.000353,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1315,1410,10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,0.000532,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1316,1411,10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,0.00092,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
1379,1495,10.1021/ja5022014,VOLXIF,298.0,4.86e-07,44.863,,"NH3,adp",1,,,,,
1380,1496,10.1021/ja5022014,VOLXIF,298.0,2.37e-06,59.7551,,"NH3,adp",1,,,,,
1381,1497,10.1021/ja5022014,VOLXIF,298.0,6.22e-06,69.6844,,"NH3,adp",1,,,,,
1382,1498,10.1021/ja5022014,VOLXIF,298.0,1.79e-05,79.6125,,"NH3,adp",1,,,,,
1383,1499,10.1021/ja5022014,VOLXIF,298.0,4.7e-05,90.1266,,"NH3,adp",1,,,,,
1384,1500,10.1021/ja5022014,VOLXIF,298.0,7.29e-05,94.7993,,"NH3,adp",1,,,,,
1385,1501,10.1021/ja5022014,VOLXIF,298.0,0.01,98.0,,"NH3,adp",1,,,,,
1570,1731,10.1016/j.inoche.2016.08.016,IVOBIG,298.0,4.3e-05,98.0,0.69,,"ZnADP-Rb, ZnADP-K, NH3 -> otherpaper",,,,,
1571,1732,10.1016/j.inoche.2016.08.016,IVOBIG,319.15335,0.0002448,98.0,0.69,,,,,,,
1572,1733,10.1016/j.inoche.2016.08.016,IVOBIG,316.2365323,0.000209676,98.0,0.69,,,,,,,
1573,1734,10.1016/j.inoche.2016.08.016,IVOBIG,313.1949012,0.000167473,98.0,0.69,,,,,,,
1574,1735,10.1016/j.inoche.2016.08.016,IVOBIG,310.0371424,0.000143577,98.0,0.69,,,,,,,
1575,1736,10.1016/j.inoche.2016.08.016,IVOBIG,307.0281821,9.51e-05,98.0,0.69,,,,,,,
1576,1737,10.1016/j.inoche.2016.08.016,IVOBIG,304.0761407,8.54e-05,98.0,0.69,,,,,,,
1577,1738,10.1016/j.inoche.2016.08.016,IVOBIG,301.018043,5.93e-05,98.0,0.69,,,,,,,
1578,1739,10.1016/j.inoche.2016.08.016,IVOBIG,298.0199554,4.21e-05,98.0,0.69,,,,,,,
1593,1754,10.1016/j.jssc.2013.03.041,LIQFOI,298.0,9.2e-09,35.0,,,,3.28,,,,
1594,1755,10.1016/j.jssc.2013.03.041,LIQFOI,298.0,3.1e-07,98.0,1.01,,,30.0,,,,
1595,1756,10.1016/j.jssc.2013.03.041,LIQFOI,373.0,0.000145,35.0,,,,3.28,,,,
1596,1757,10.1016/j.jssc.2013.03.041,LIQFOI,373.0,0.00135,98.0,1.01,,,30.0,,,,
1597,1758,10.1016/j.jssc.2013.03.041,LIQFOI,373.0,0.000586705,60.1157,,,,10.0,,,,
1598,1759,10.1016/j.jssc.2013.03.041,LIQFOI,373.0,0.000897305,74.8537,,,,14.8,,,,
1599,1760,10.1016/j.jssc.2013.03.041,LIQFOI,373.0,0.001837004,85.01,,,,21.64,,,,
1600,1761,10.1016/j.jssc.2013.03.041,LIQFOI,343.0,9.23e-07,35.065,,,,3.28,,,,
1601,1762,10.1016/j.jssc.2013.03.041,LIQFOI,343.0,8.36e-06,59.9397,,,,10.0,,,,
1602,1763,10.1016/j.jssc.2013.03.041,LIQFOI,343.0,1.93e-05,74.9243,,,,14.8,,,,
1603,1764,10.1016/j.jssc.2013.03.041,LIQFOI,343.0,2.47e-05,85.0893,,,,21.64,,,,
1604,1765,10.1016/j.jssc.2013.03.041,LIQFOI,343.0,6.05e-05,98.2932,1.01,,,30.0,,,,
1605,1766,10.1016/j.jssc.2013.03.041,LIQFOI,298.0,3.25e-08,60.2961,,,,10.0,,,,
1606,1767,10.1016/j.jssc.2013.03.041,LIQFOI,298.0,8.46e-08,75.0243,,,,14.8,,,,
1607,1768,10.1016/j.jssc.2013.03.041,LIQFOI,298.0,1.33e-07,84.9187,,,,21.64,,,,
1691,1852,10.1039/C2CC31135F,SAZBAY,298.0,8.58e-06,98.0,0.23,DMF,Ca,,,,,
1692,1853,10.1039/C2CC31135F,SAZBEC,298.0,4.4e-05,98.0,0.56,DMF,Sr,,,,,
1693,1854,10.1039/C2CC31135F,SAZBAY,298.0,2.87e-07,60.0,,DMF,higher temperature decreasing proton conductivity,,,,,
1694,1855,10.1039/C2CC31135F,SAZBEC,298.0,3.47e-06,60.0,,DMF,strange,,,,,
1695,1856,10.1039/C2CC31135F,SAZBEC,295.0,3.1e-05,98.0,0.56,DMF,strange,,,,,
1696,1857,10.1039/C2CC31135F,SAZBEC,291.0,2.33e-05,98.0,0.56,DMF,strange,,,,,
1697,1858,10.1039/C2CC31135F,SAZBAY,297.0,8.27e-06,98.0,0.23,DMF,strange,,,,,
1698,1859,10.1039/C2CC31135F,SAZBAY,293.0,7.45e-06,98.0,0.23,DMF,strange,,,,,
1699,1860,10.1039/C2CC31135F,SAZBAY,291.0,7.09e-06,98.0,0.23,DMF,,,,,,
1700,1861,10.1039/C2CC31135F,SAZBAY,290.0,6.89e-06,98.0,0.23,DMF,,,,,,
1701,1862,10.1039/C2CC31135F,SAZBAY,289.0,6.77e-06,98.0,0.23,DMF,,,,,,
1702,1863,10.1039/C2CC31135F,SAZBAY,287.0,6.21e-06,98.0,0.23,DMF,,,,,,
1703,1864,10.1039/C2CC31135F,SAZBEC,293.0,2.68e-05,98.0,0.56,DMF,,,,,,
1704,1865,10.1039/C2CC31135F,SAZBEC,289.0,2.11e-05,98.0,0.56,DMF,,,,,,
1705,1866,10.1039/C2CC31135F,SAZBEC,287.0,1.91e-05,98.0,0.56,DMF,,,,,,
1792,1953,10.1039/C5CC05647K,ZULFOD,298.0,1.61e-06,95.0,0.24,,R1 ZULMOK R2 ZULFOD S1ZULMIE S2 ZULMEA,,,,,
1795,1956,10.1039/C5CC05647K,ZULFOD,298.0,6.5e-12,50.0,,,R2,,,,,
1796,1957,10.1039/C5CC05647K,ZULFOD,298.0,9.36e-12,59.9221,,,,,,,,
1797,1958,10.1039/C5CC05647K,ZULFOD,298.0,9.59e-11,70.1155,,,,,,,,
1798,1959,10.1039/C5CC05647K,ZULFOD,298.0,2.86e-09,80.3315,,,,,,,,
1799,1960,10.1039/C5CC05647K,ZULFOD,298.0,5.39e-07,90.111,,,,,,,,
1804,1965,10.1039/C5CC05647K,ZULFOD,317.8639542,3.03e-06,95.0,0.24,,,,,,,
1805,1966,10.1039/C5CC05647K,ZULFOD,312.8451073,2.57e-06,95.0,0.24,,,,,,,
1806,1967,10.1039/C5CC05647K,ZULFOD,307.6071242,2.27e-06,95.0,0.24,,,,,,,
1807,1968,10.1039/C5CC05647K,ZULFOD,302.9054693,1.96e-06,95.0,0.24,,,,,,,
1808,1969,10.1039/C5CC05647K,ZULFOD,287.8890821,1.34e-06,95.0,0.24,,,,,,,
