DOI,Name,Temperature,proton conductivity,RH,Ea,Guest,NOTE,Water Adsorption(cm^3/g),g/g,mol/mol,weight,wt%
10.1021/acs.inorgchem.1c01522,KESHAT,333.0,5.43e-06,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
10.1021/acs.inorgchem.1c01522,KESHAT,343.0,1.36e-05,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
10.1021/acs.inorgchem.1c01522,KESHAT,353.0,4.86e-05,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
10.1021/acs.inorgchem.1c01522,KESHAT,363.0,6.38e-05,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
10.1021/acs.inorgchem.1c01522,KESHAT,373.0,0.000111,98.0,0.86,,5 Pr,161.64056289993826,0.13,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,368.0,0.00023,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,362.986947,0.000172845,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,357.9290227,0.000136743,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,353.0113634,0.000123903,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,348.2270022,0.000104874,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,342.9719895,8.99e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,338.066261,7.7e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,332.923837,5.45e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,327.9355148,4.17e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,322.917104,3.09e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,318.0509836,2.65e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,313.0,1.9e-05,95.0,0.47,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,6.8e-07,55.0,,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,1.06e-06,65.0,,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,7.92e-07,75.0,,,,,,,,
10.1021/acs.inorgchem.1c02655,CAQLAL,338.0,5.28e-06,85.0,,,,,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,298.0,3.4e-06,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,363.0,4.4e-05,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,353.8094665,2.72e-05,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,343.6815859,2.3e-05,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,333.4822888,1.76e-05,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,323.2699401,1.49e-05,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01023,DELTEX,312.9449686,1.14e-05,98.0,0.23,,BAM-2,165.0,,,,
10.1021/acs.inorgchem.2c01241,EDIKEL,303.0,7.05e-06,95.0,,Cl,1,,,,,
10.1021/acs.inorgchem.2c01241,EDIKEL,316.1847,1.33e-05,95.0,,Cl,1,,,,,
10.1021/acs.inorgchem.2c01241,EDIKEL,326.7367,2.32e-05,95.0,,Cl,1,,,,,
10.1021/acs.inorgchem.2c01241,EDIKEL,336.5456,3.9e-05,95.0,,Cl,1,,,,,
10.1021/acs.inorgchem.2c01241,EDIKEL,345.9087,5.88e-05,95.0,,Cl,1,,,,,
10.1021/acs.inorgchem.2c01241,EDIKEL,353.0,0.000116,95.0,,Cl,1,,,,,
10.1021/acs.inorgchem.2c03341,REPKIK,353.0,1.68e-07,98.0,0.56,DMF,FJU-100a,,,,,
10.1021/acs.inorgchem.2c03341,REPKIK,343.0578807,8.14e-08,98.0,0.56,DMF,FJU-100a,,,,,
10.1021/acs.inorgchem.2c03341,REPKIK,333.0502406,4.62e-08,98.0,0.56,DMF,FJU-100a,,,,,
10.1021/acs.inorgchem.2c03341,REPKIK,323.2270994,3.18e-08,98.0,0.56,DMF,FJU-100a,,,,,
10.1021/acs.inorgchem.2c03341,REPKIK,313.2498418,2.07e-08,98.0,0.56,DMF,FJU-100a,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,353.0,3.06e-06,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,348.0694329,2.77e-06,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,343.272208,1.77e-06,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,338.1885943,1.02e-06,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,333.0502406,6.36e-07,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,328.0646156,4.19e-07,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,323.0370653,4.03e-07,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,317.9761454,3.78e-07,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,313.0713552,3.44e-07,98.0,,DMF,FJU-100b,,,,,
10.1021/acs.inorgchem.2c03341,REPKEG,308.1417205,3.14e-07,98.0,,DMF,FJU-100b,,,,,
10.1021/ic3007316,WEHNAA,292.1593203,0.001663374,100.0,0.31,,,,,,,
10.1021/ic3007316,WEHNAA,290.1224897,0.001601106,100.0,0.31,,,,,,,
10.1021/ic3007316,WEHNAA,288.1138626,0.001374422,100.0,0.31,,,,,,,
10.1021/ic3007316,WEHNAA,286.0984751,0.001273415,100.0,0.31,,,,,,,
10.1021/ic3007316,WEHNAA,284.1118946,0.001179832,100.0,0.31,,,,,,,
10.1021/ic3007316,WEHNAA,282.11928,0.001012791,100.0,0.31,,,,,,,
10.1021/ic3007316,WEHNAA,292.1670027,7.85e-05,94.0,,,,,,,,
10.1021/ic3007316,WEHNAA,290.1300653,6.49e-05,94.0,,,,,,,,
10.1021/ic3007316,WEHNAA,288.1562037,5.79e-05,94.0,,,,,,,,
10.1021/ic3007316,WEHNAA,286.1066606,4.6e-05,94.0,,,,,,,,
10.1021/ic3007316,WEHNAA,284.1199668,3.8e-05,94.0,,,,,,,,
10.1021/ic3007316,WEHNAA,282.1606736,3.26e-05,94.0,,,,,,,,
10.1021/ic3007316,WEHNAA,292.1729781,7.66e-06,90.0,,,,,,,,
10.1021/ic3007316,WEHNAA,290.1713171,6.57e-06,90.0,,,,,,,,
10.1021/ic3007316,WEHNAA,288.1620162,5.64e-06,90.0,,,,,,,,
10.1021/ic3007316,WEHNAA,286.1459573,5.23e-06,90.0,,,,,,,,
10.1021/ic3007316,WEHNAA,284.1587197,4.66e-06,90.0,,,,,,,,
10.1021/ic3007316,WEHNAA,282.1654505,3.71e-06,90.0,,,,,,,,
10.1021/ic3007316,WEHNAA,292.1849297,7.56e-08,82.0,,,,,,,,
10.1021/ic3007316,WEHNAA,290.1822635,6.74e-08,82.0,,,,,,,,
10.1021/ic3007316,WEHNAA,288.1387676,6.01e-08,82.0,,,,,,,,
10.1021/ic3007316,WEHNAA,286.1574209,4.97e-08,82.0,,,,,,,,
10.1021/ic3007316,WEHNAA,284.1700246,4.1e-08,82.0,,,,,,,,
10.1021/ic3007316,WEHNAA,282.1765974,3.8e-08,82.0,,,,,,,,
10.1021/acs.inorgchem.3c00055,RIFTOT,343.0,0.00266,98.0,,,SDUT-21,,,,,
10.1021/acs.inorgchem.3c00055,RIFTOT,333.0979441,0.001877004,98.0,,,SDUT-21,,,,,
10.1021/acs.inorgchem.3c00055,RIFTOT,323.186359,0.000752199,98.0,,,SDUT-21,,,,,
10.1021/acs.inorgchem.3c00055,RIFTOT,312.9949232,0.000409425,98.0,,,SDUT-21,,,,,
10.1021/acs.inorgchem.3c00055,RIFTOT,303.0,0.000345,98.0,,,SDUT-21,,,,,
10.1021/acs.inorgchem.6b03147,OJOZIY,353.0,9.06e-05,95.0,0.7,,2 Dy,62.0,,,,
10.1021/acs.inorgchem.6b03147,OJOZIY,342.9202402,3.84e-05,95.0,0.7,,2 Dy,62.0,,,,
10.1021/acs.inorgchem.6b03147,OJOZIY,332.8772914,1.73e-05,95.0,0.7,,2 Dy,62.0,,,,
10.1021/acs.inorgchem.6b03147,OJOZIY,323.0391523,9.48e-06,95.0,0.7,,2 Dy,62.0,,,,
10.1021/acs.inorgchem.6b03147,OJOZIY,312.9018834,4.03e-06,95.0,0.7,,2 Dy,62.0,,,,
10.1021/acs.inorgchem.6b03147,OJOZIY,298.0,1.84e-06,95.0,0.7,,2 Dy,62.0,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,298.0,8.12e-06,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,298.0,8.18e-06,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,298.0,8.3e-06,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,313.0,1.01e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,313.0,1.02e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,313.0,1.05e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,323.0,2.71e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,323.0,2.76e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,323.0,2.82e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,333.0,3.77e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,333.0,3.83e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,333.0,3.9e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,343.0,5.25e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,343.0,5.27e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,343.0,5.29e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,353.0,8.57e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,353.0,8.63e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,353.0,8.7e-05,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,363.0,0.000101,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,363.0,0.000103,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,363.0,0.000105,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,373.0,0.000784,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,373.0,0.000785,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,373.0,0.000788,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,383.0,0.000983,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,383.0,0.000989,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,383.0,0.000991,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,393.0,0.00111,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,393.0,0.00115,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,393.0,0.00118,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,403.0,0.00129,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,403.0,0.00133,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,403.0,0.0014,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,413.0,0.00138,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,413.0,0.00145,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,413.0,0.00155,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJEN,423.0,0.00186,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJAJ,423.0,0.00192,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01023,JICJIR,423.0,0.00201,0.0,,,,,,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,6.86e-07,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,9.2e-07,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,2.85e-06,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,9.99e-06,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,1.64e-05,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,2.4e-05,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,3.01e-05,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000109,68.0,,,,184.0215639168528,0.148,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,7.64e-07,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,2.03e-06,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,4e-06,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,1.01e-05,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,2.38e-05,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,3.29e-05,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,3.8e-05,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000157,75.0,,,,188.9951196983893,0.152,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,2.02e-05,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,2.63e-05,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,3.29e-05,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,3.78e-05,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,5.95e-05,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,8.79e-05,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,0.000109,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000243,85.0,,,,196.4554533706942,0.158,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,2.84e-05,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,3.4e-05,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,4.53e-05,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,5.58e-05,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,8.49e-05,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,0.000108,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,0.000174,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.000429,93.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,303.0,4.62e-05,98.0,,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,313.0,6.18e-05,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,323.0,0.000116,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,333.0,0.000179,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,343.0,0.000204,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,353.0,0.000218,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,363.0,0.00046,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.8b01606,OFIDUF,373.0,0.00049,98.0,0.37,,,198.9422312614625,0.16,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.07e-07,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,1.36e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,3.46e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,3.83e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,7.06e-06,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,1.05e-05,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,1.71e-05,75.0,0.52,,2 Sr,119.36533875687748,0.096,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.71e-07,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,1.45e-06,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,5.38e-06,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,1.5e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,3.22e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,4.94e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,6.2e-05,85.0,,,2 Sr,131.7992282107189,0.106,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,303.0,4.03e-07,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.42e-06,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,6e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,1.23e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,3.25e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,8.51e-05,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,0.000344,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,0.000543,93.0,,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,303.0,1.31e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,313.0,1.71e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,323.0,2.86e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,333.0,6.05e-05,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,343.0,0.000131,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,353.0,0.000353,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,363.0,0.000532,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/acs.inorgchem.9b00274,QEPNOR,373.0,0.00092,98.0,0.67,,2 Sr,146.71989555532858,0.118,,,
10.1021/ja2078637,IBICAZ,304.0,4.4e-05,98.0,0.34,,cl,172.91824854467222,,,,0.122
10.1021/ja2078637,IBICAZ,302.7752378,3.04e-05,98.0,0.34,,cl,172.91824854467222,,,,0.122
10.1021/ja2078637,IBICAZ,298.9625998,1.85e-05,98.0,0.34,,cl,172.91824854467222,,,,0.122
10.1021/ja2078637,IBICAZ,295.0374698,1.36e-05,98.0,0.34,,cl,172.91824854467222,,,,0.122
10.1021/ja2078637,IBICAZ,304.0,1.49e-05,75.0,,,cl,158.53689089314796,,,,0.113
10.1021/ja2078637,IBICAZ,304.0,1.22e-05,60.0,,,cl,150.67264573991028,,,,0.108
10.1021/jacs.2c04900,DEKVIC,353.3206845,0.000104821,99.0,0.51,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,343.1132033,8.03e-05,99.0,0.51,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,333.0402579,4.72e-05,99.0,0.51,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,312.9880658,1.69e-05,99.0,0.51,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,5.72e-06,99.0,0.51,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,4.5e-08,32.3123,,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,9.05e-08,44.5045,,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,2.65e-07,61.1111,,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,1.83e-06,80.2402,,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,5.09e-06,90.5405,,,MFM-300,,,,,
10.1021/jacs.2c04900,DEKVIC,298.0,5.72e-06,99.1592,,,MFM-300,,,,,
10.1021/ja3076378,KEQCAM,298.0,2.95e-08,40.1317,,,,,,,,
10.1021/ja3076378,KEQCAM,298.0,4.63e-08,50.0981,,,,,,,,
10.1021/ja3076378,KEQCAM,298.0,1.2e-07,60.0588,,,,,,,,
10.1021/ja3076378,KEQCAM,298.0,5.09e-07,70.0138,,,,,,,,
10.1021/ja3076378,KEQCAM,298.0,3.1e-05,79.7537,,,,,,,,
10.1021/ja3076378,KEQCAM,298.0,0.000256229,89.8857,,,,,,,,
10.1021/ja3076378,KEQCAM,298.0,0.0023,95.0,0.22,,,,,,,
10.1021/ja3076378,KEQCAM,318.5352475,0.003853751,95.0,0.22,,,,,,,
10.1021/ja3076378,KEQCAM,313.4216556,0.003140665,95.0,0.22,,,,,,,
10.1021/ja3076378,KEQCAM,307.7093501,0.002819782,95.0,0.22,,,,,,,
10.1021/ja3076378,KEQCAM,302.9320796,0.002446345,95.0,0.22,,,,,,,
10.1021/ja3076378,KEQCAM,293.1227539,0.001933639,95.0,0.22,,,,,,,
10.1021/ja3076378,KEQCAM,288.0250697,0.001790188,95.0,0.22,,,,,,,
10.1021/ja500356z,RIYWED,285.116,0.000326123,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,286.21,0.000372019,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,288.203,0.000406204,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,290.146,0.000437657,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,291.989,0.000465385,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,292.986,0.000483043,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,294.928,0.000534803,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja500356z,RIYWED,297.0,0.00057,98.0,0.32,,Ca-PiPhtA-1,,,,,
10.1021/ja5022014,VOLXIF,298.0,4.86e-07,44.863,,"NH3,adp",1,,,,,
10.1021/ja5022014,VOLXIF,298.0,2.37e-06,59.7551,,"NH3,adp",1,,,,,
10.1021/ja5022014,VOLXIF,298.0,6.22e-06,69.6844,,"NH3,adp",1,,,,,
10.1021/ja5022014,VOLXIF,298.0,1.79e-05,79.6125,,"NH3,adp",1,,,,,
10.1021/ja5022014,VOLXIF,298.0,4.7e-05,90.1266,,"NH3,adp",1,,,,,
10.1021/ja5022014,VOLXIF,298.0,7.29e-05,94.7993,,"NH3,adp",1,,,,,
10.1021/ja5022014,VOLXIF,298.0,0.01,98.0,,"NH3,adp",1,,,,,
10.1021/ja5069855,BOTLED,298.0,9.21e-06,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,313.0,1.08e-05,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,323.0,1.91e-05,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,333.0,3.23e-05,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,343.0,5.16e-05,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,353.0,8.17e-05,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,363.0,0.000152,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,373.0,0.000808,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,383.0,0.00101,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,393.0,0.00118,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,403.0,0.00141,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,413.0,0.00175,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,423.0,0.00208,0.0,,,,,,,,
10.1021/ja5069855,BOTLED,298.0,9.34e-06,40.0,,,,,,,,
10.1021/ja5069855,BOTLED,298.0,9.58e-06,50.0,,,,,,,,
10.1021/ja5069855,BOTLED,298.0,9.89e-06,60.0,,,,,,,,
10.1021/ja5069855,BOTLED,298.0,1.01e-05,70.0,,,,,,,,
10.1021/ja5069855,BOTLED,298.0,1.07e-05,80.0,,,,,,,,
10.1021/ja5069855,BOTLED,298.0,1.12e-05,90.0,,,,,,,,
10.1021/jacs.5b02777,YUJVOQ01,290.0,5e-09,50.0,,Me2NH,,,,,,
10.1021/jacs.5b02777,YUJVOQ01,290.0,3.9e-05,67.0,,Me2NH,,,,,,
10.1021/jacs.5b02777,YUJVOQ01,309.0960794,4.47e-05,61.0,0.64,Me2NH,,,,,,
10.1021/jacs.5b02777,YUJVOQ01,307.0866384,3.4e-05,61.0,0.64,Me2NH,,,,,,
10.1021/jacs.5b02777,YUJVOQ01,305.1934774,3.26e-05,61.0,0.64,Me2NH,,,,,,
